City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Matamoros,MX,2020-09-01 15:30:52,25.53,-103.25,82.4,51,40,4.63
308,Prokudskoye,RU,2020-09-01 15:30:52,55.01,82.46,60.8,82,59,8.95
309,Ous,RU,2020-09-01 15:30:53,60.91,61.52,49.03,97,95,2.48
310,Mehamn,NO,2020-09-01 15:30:53,71.04,27.85,50.0,66,20,11.41
311,Atar,MR,2020-09-01 15:30:53,20.52,-13.05,106.63,10,15,13.27
312,Nemuro,JP,2020-09-01 15:30:54,43.32,145.57,56.98,92,0,8.16
313,Port Lincoln,AU,2020-09-01 15:30:54,-34.73,135.87,58.17,81,97,23.0
314,Narasannapeta,IN,2020-09-01 15:30:54,18.42,84.05,83.52,82,100,0.74
315,Port Elizabeth,ZA,2020-09-01 15:30:55,-33.92,25.57,64.4,68,40,26.4
316,Victoria,HK,2020-09-01 15:27:00,22.29,114.16,84.99,74,42,11.99
317,Ubinskoye,RU,2020-09-01 15:30:55,55.31,79.68,54.82,89,22,8.93
318,Sennoy,RU,2020-09-01 15:30:55,52.15,46.96,73.89,38,0,4.5
319,Akureyri,IS,2020-09-01 15:26:31,65.68,-18.09,57.2,62,75,13.87
320,Merauke,ID,2020-09-01 15:30:56,-8.47,140.33,76.68,81,100,17.81
321,San Buenaventura,MX,2020-09-01 15:30:56,27.08,-101.53,91.15,49,22,2.06
322,Santa Lucia,ES,2020-09-01 15:30:56,27.91,-15.54,80.6,65,20,18.34
323,Lerwick,GB,2020-09-01 15:30:16,60.15,-1.15,59.0,77,20,16.11
324,Salalah,OM,2020-09-01 15:30:57,17.02,54.09,77.0,94,75,5.82
325,Zemio,CF,2020-09-01 15:30:57,5.03,25.14,77.11,89,88,2.37
326,Nago,JP,2020-09-01 15:30:57,26.59,127.98,84.2,83,1,33.33
327,Hunterville,NZ,2020-09-01 15:30:58,-39.93,175.57,48.0,88,89,1.99
328,Ambilobe,MG,2020-09-01 15:30:58,-13.2,49.05,71.78,75,76,1.1
329,Galgamacsa,HU,2020-09-01 15:30:58,47.7,19.39,66.99,68,75,13.87
330,Roald,NO,2020-09-01 15:30:59,62.58,6.13,61.0,72,20,12.75
331,Staryy Nadym,RU,2020-09-01 15:30:59,65.61,72.68,48.4,74,98,10.31
332,Grand-Lahou,CI,2020-09-01 15:30:59,5.14,-5.02,77.79,75,69,9.57
333,Ossora,RU,2020-09-01 15:31:00,59.24,163.07,47.64,72,100,12.55
334,Betsiamites,CA,2020-09-01 15:31:00,48.94,-68.65,59.0,67,40,6.93
335,Aksarka,RU,2020-09-01 15:31:00,66.56,67.8,46.27,96,100,5.37
336,Padang,ID,2020-09-01 15:31:01,-0.95,100.35,78.04,79,96,4.16
337,Severo-Kurilsk,RU,2020-09-01 15:31:01,50.68,156.12,49.75,65,100,5.99
338,Tim,RU,2020-09-01 15:31:02,51.62,37.12,89.6,18,0,6.71
339,Champagnole,FR,2020-09-01 15:31:02,46.74,5.91,66.99,55,39,5.99
340,Ullapool,GB,2020-09-01 15:31:02,57.9,-5.16,64.99,64,73,4.0
341,San Patricio,MX,2020-09-01 15:31:03,19.22,-104.7,86.0,79,40,6.93
342,Jalu,LY,2020-09-01 15:31:03,29.03,21.55,97.54,13,0,11.16
343,Souillac,MU,2020-09-01 15:31:03,-20.52,57.52,71.6,83,75,9.17
344,Brae,GB,2020-09-01 15:31:03,60.4,-1.35,59.0,77,20,16.11
345,Mount Isa,AU,2020-09-01 15:31:04,-20.73,139.5,55.4,35,44,11.48
346,Buala,SB,2020-09-01 15:31:04,-8.14,159.59,79.12,84,98,6.31
347,Lubumbashi,CD,2020-09-01 15:31:05,-11.66,27.48,80.74,23,1,5.21
348,Ambulu,ID,2020-09-01 15:31:05,-8.35,113.61,74.57,91,29,3.74
349,Iqaluit,CA,2020-09-01 15:31:05,63.75,-68.51,48.2,81,5,4.7
350,Rongcheng,CN,2020-09-01 15:31:05,30.63,117.85,75.7,91,21,3.02
351,Barela,IN,2020-09-01 15:31:06,23.1,80.05,77.38,86,91,2.84
352,Niceville,US,2020-09-01 15:29:38,30.52,-86.48,87.8,79,20,4.7
353,Vyazma,RU,2020-09-01 15:31:06,55.21,34.3,59.56,87,60,6.8
354,Lorengau,PG,2020-09-01 15:31:07,-2.02,147.27,78.91,89,100,17.31
355,Qostanay,KZ,2020-09-01 15:31:07,53.17,63.58,77.0,53,4,4.47
356,Komsomolskiy,UZ,2020-09-01 15:31:07,40.43,71.72,77.0,47,1,4.7
357,Novyy Urengoy,RU,2020-09-01 15:31:08,66.08,76.63,52.57,76,65,11.23
358,Ankpa,NG,2020-09-01 15:31:08,7.37,7.63,76.28,88,100,4.88
359,Shitkino,RU,2020-09-01 15:31:08,56.37,98.35,56.68,83,63,5.66
360,Harper,LR,2020-09-01 15:31:09,4.38,-7.72,79.18,68,31,8.37
361,Dobryanka,RU,2020-09-01 15:31:09,58.46,56.42,71.6,78,40,4.47
362,Bac Lieu,VN,2020-09-01 15:31:09,9.29,105.72,82.0,83,100,8.97
363,Langres,FR,2020-09-01 15:31:10,47.83,5.33,69.8,49,41,3.36
364,Tevaitoa,PF,2020-09-01 15:31:10,-16.78,-151.5,77.74,77,43,24.76
365,Camacha,PT,2020-09-01 15:31:11,33.08,-16.33,77.0,61,20,14.99
366,Talcahuano,CL,2020-09-01 15:31:11,-36.72,-73.12,50.0,81,90,3.36
367,Salamiyah,SY,2020-09-01 15:31:11,35.01,37.05,91.47,31,91,13.96
368,Punta Gorda,US,2020-09-01 15:26:20,26.93,-82.05,89.01,66,1,3.53
369,Haines Junction,CA,2020-09-01 15:31:11,60.75,-137.51,48.42,75,100,5.41
370,Dawei,MM,2020-09-01 15:31:12,14.08,98.2,78.48,89,81,1.12
371,Bassar,TG,2020-09-01 15:31:12,9.25,0.78,78.8,74,75,5.82
372,Badou,TG,2020-09-01 15:31:13,7.58,0.6,79.88,71,83,6.15
373,Vokhtoga,RU,2020-09-01 15:31:13,58.81,41.05,52.21,85,100,7.49
374,Luwuk,ID,2020-09-01 15:31:13,-0.95,122.79,77.76,78,99,3.8
375,Forbes,AU,2020-09-01 15:31:13,-33.38,148.02,45.66,91,82,5.86
376,Sault Sainte Marie,CA,2020-09-01 15:30:20,46.52,-84.33,66.2,63,1,3.36
377,Goma,CD,2020-09-01 15:31:14,-1.68,29.22,70.14,65,64,3.58
378,Bereda,ES,2020-09-01 15:31:14,43.27,-7.54,71.01,64,1,14.0
379,Lompoc,US,2020-09-01 15:31:14,34.64,-120.46,60.8,87,90,1.99
380,Ewa Beach,US,2020-09-01 15:27:45,21.32,-158.01,78.8,69,1,4.7
381,Nantucket,US,2020-09-01 15:31:15,41.28,-70.1,69.8,68,1,18.34
382,Constantine,DZ,2020-09-01 15:31:15,36.37,6.61,86.0,20,99,8.05
383,Scalea,IT,2020-09-01 15:31:15,39.81,15.8,84.0,33,5,5.99
384,Carnot,CF,2020-09-01 15:31:15,4.94,15.87,77.67,81,99,3.96
385,Itarema,BR,2020-09-01 15:31:16,-2.92,-39.92,88.47,46,0,18.34
386,Isangel,VU,2020-09-01 15:31:16,-19.55,169.27,66.2,88,75,7.27
387,Sola,VU,2020-09-01 15:31:17,-13.88,167.55,80.6,83,90,24.4
388,Shahabad,IN,2020-09-01 15:31:17,27.65,79.95,84.49,68,89,2.66
389,Simdega,IN,2020-09-01 15:31:17,22.62,84.52,78.39,83,100,4.29
390,Belize,BZ,2020-09-01 15:31:17,17.25,-88.75,87.01,66,12,7.0
391,Tsiroanomandidy,MG,2020-09-01 15:31:18,-18.77,46.03,71.64,27,37,2.8
392,Najran,SA,2020-09-01 15:31:18,17.49,44.13,95.0,12,37,6.93
393,Madera,US,2020-09-01 15:31:18,37.17,-119.83,73.0,45,0,3.49
394,Khandyga,RU,2020-09-01 15:31:18,62.67,135.6,45.97,91,1,1.23
395,Birao,CF,2020-09-01 15:31:19,10.28,22.79,81.54,78,88,1.5
396,Ginir,ET,2020-09-01 15:31:19,7.13,40.7,62.74,81,100,9.53
397,Porto Santo,PT,2020-09-01 15:31:19,33.07,-16.34,77.0,61,20,14.99
398,Nhulunbuy,AU,2020-09-01 15:31:20,-12.23,136.77,71.6,88,99,3.36
399,Praia Da Vitoria,PT,2020-09-01 15:31:20,38.73,-27.07,77.0,65,20,7.11
400,Karasjok,NO,2020-09-01 15:31:20,69.47,25.51,51.8,71,75,18.34
401,Bardstown,US,2020-09-01 15:31:21,37.81,-85.47,81.0,83,90,4.7
402,Constitucion,CL,2020-09-01 15:31:21,-35.33,-72.42,53.53,69,1,5.06
403,Yenotayevka,RU,2020-09-01 15:31:21,47.25,47.03,88.0,22,0,10.96
404,Pevek,RU,2020-09-01 15:31:22,69.7,170.31,35.96,91,83,5.5
405,Ngunguru,NZ,2020-09-01 15:31:22,-35.62,174.5,54.0,3,96,5.01
406,Christchurch,NZ,2020-09-01 15:27:03,-43.53,172.63,39.99,86,100,4.7
407,Pouembout,NC,2020-09-01 15:31:22,-21.13,164.9,65.64,78,79,7.14
408,Ginda,IN,2020-09-01 15:31:23,30.69,78.49,65.46,90,100,1.21
409,Yinchuan,CN,2020-09-01 15:30:41,38.47,106.27,67.91,33,8,11.45
410,Nanakuli,US,2020-09-01 15:31:23,21.39,-158.15,78.01,69,1,4.7
411,Pochutla,MX,2020-09-01 15:31:23,15.74,-96.47,80.6,65,5,2.93
412,Toora-Khem,RU,2020-09-01 15:31:23,52.47,96.11,50.25,74,76,2.91
413,Bunia,CD,2020-09-01 15:31:24,1.57,30.25,67.77,84,34,4.16
414,Lata,PT,2020-09-01 15:31:24,40.16,-8.33,78.01,77,0,11.99
415,San Quintin,MX,2020-09-01 15:31:24,30.48,-115.95,69.42,77,47,5.77
416,Ambon,ID,2020-09-01 15:31:25,-3.7,128.18,75.2,94,40,9.17
417,Guanica,PR,2020-09-01 15:31:25,17.97,-66.91,87.01,74,74,5.99
418,Cockburn Town,TC,2020-09-01 15:31:25,21.46,-71.14,83.88,82,2,19.91
419,Maraba,BR,2020-09-01 15:31:25,-5.37,-49.12,91.4,52,75,6.93
420,Gaya,IN,2020-09-01 15:31:26,24.78,85.0,86.0,84,75,0.63
421,Beyneu,KZ,2020-09-01 15:31:26,45.32,55.2,81.66,18,0,2.17
422,Langsa,ID,2020-09-01 15:31:26,4.47,97.97,76.86,93,96,2.51
423,Palmerston,AU,2020-09-01 15:31:27,-12.49,130.98,78.8,69,86,5.82
424,Tutoia,BR,2020-09-01 15:31:27,-2.76,-42.27,88.07,45,0,12.28
425,Luebo,CD,2020-09-01 15:31:27,-5.35,21.42,86.34,52,84,2.84
426,Omboue,GA,2020-09-01 15:31:27,-1.57,9.26,76.23,76,96,10.04
427,Novaya Lyalya,RU,2020-09-01 15:31:28,59.05,60.6,60.04,96,94,4.54
428,Maamba,ZM,2020-09-01 15:31:28,-17.37,27.15,78.98,34,0,6.76
429,Kiruna,SE,2020-09-01 15:31:28,67.86,20.23,59.0,54,34,4.7
430,Gat,IL,2020-09-01 15:31:28,31.61,34.76,87.01,79,0,10.18
431,Kununurra,AU,2020-09-01 15:31:29,-15.77,128.73,75.2,44,29,4.7
432,Ascoli Piceno,IT,2020-09-01 15:31:29,42.85,13.57,75.99,55,64,3.56
433,Evensk,RU,2020-09-01 15:31:29,61.95,159.23,44.85,92,90,3.78
434,North Myrtle Beach,US,2020-09-01 15:30:46,33.82,-78.68,88.0,74,75,6.93
435,Yonago,JP,2020-09-01 15:31:30,35.43,133.33,78.8,94,40,4.7
436,Devin,BG,2020-09-01 15:27:44,41.74,24.4,95.0,23,0,5.82
437,Mezen,RU,2020-09-01 15:31:30,65.85,44.24,49.55,83,32,4.94
438,Antofagasta,CL,2020-09-01 15:29:32,-23.65,-70.4,59.0,67,40,16.11
439,Huarmey,PE,2020-09-01 15:31:31,-10.07,-78.15,66.02,68,73,13.47
440,Biak,ID,2020-09-01 15:31:32,-0.91,122.88,77.32,82,99,4.94
441,Manggar,ID,2020-09-01 15:31:32,-2.88,108.27,81.12,80,78,12.71
442,Skibbereen,IE,2020-09-01 15:31:32,51.55,-9.27,60.8,93,75,12.75
443,Aketi,CD,2020-09-01 15:31:32,2.74,23.78,76.41,92,97,3.29
444,Vanavara,RU,2020-09-01 15:31:33,60.34,102.28,57.36,94,100,11.39
445,Bogorodskoye,RU,2020-09-01 15:31:33,56.55,37.88,57.16,83,50,7.87
446,Ulaanbaatar,MN,2020-09-01 15:31:33,47.91,106.88,39.2,86,3,4.47
447,Fujin,CN,2020-09-01 15:31:34,47.26,132.03,63.19,98,100,7.18
448,Gari,RU,2020-09-01 15:31:34,59.43,62.35,52.88,98,100,6.04
449,Qingyuan,CN,2020-09-01 15:31:34,23.7,113.03,87.01,74,0,2.24
450,Monroe,US,2020-09-01 15:31:34,43.15,-77.68,77.0,64,75,11.41
451,Yaan,NG,2020-09-01 15:31:35,7.38,8.57,77.23,89,100,5.06
452,Mahon,ES,2020-09-01 15:31:35,39.89,4.27,78.8,44,20,8.05
453,Chiredzi,ZW,2020-09-01 15:31:35,-21.05,31.67,61.27,88,100,12.19
454,Luderitz,NA,2020-09-01 15:31:35,-26.65,15.16,57.88,64,0,10.33
455,Namatanai,PG,2020-09-01 15:31:36,-3.67,152.43,77.4,85,100,10.49
456,Yatou,CN,2020-09-01 15:31:36,37.15,122.38,70.81,92,0,2.3
457,Majholi,IN,2020-09-01 15:31:36,23.5,79.92,77.36,89,72,4.05
458,Astorga,BR,2020-09-01 15:31:37,-23.23,-51.67,82.4,54,11,16.11
459,Asahikawa,JP,2020-09-01 15:31:37,43.77,142.37,58.17,81,0,3.62
460,Poya,NC,2020-09-01 15:31:37,-21.35,165.15,64.96,78,71,8.19
461,Makat,KZ,2020-09-01 15:31:38,47.65,53.35,87.21,15,0,8.7
462,Belawan,ID,2020-09-01 15:31:38,3.78,98.68,79.11,75,100,9.46
463,Wagar,SD,2020-09-01 15:31:38,16.15,36.2,94.77,33,29,1.16
464,Marsh Harbour,BS,2020-09-01 15:31:39,26.54,-77.06,85.66,64,11,8.68
465,La Rioja,ES,2020-09-01 15:31:39,42.25,-2.5,77.0,27,100,9.17
466,Green River,US,2020-09-01 15:31:39,41.53,-109.47,44.6,43,1,21.92
467,Axim,GH,2020-09-01 15:31:39,4.87,-2.24,78.35,75,36,11.65
468,Salinopolis,BR,2020-09-01 15:31:40,-0.61,-47.36,84.36,69,26,12.5
469,Lulea,SE,2020-09-01 15:31:40,65.58,22.15,59.0,67,66,9.17
470,Akyab,MM,2020-09-01 15:31:40,20.15,92.9,80.53,84,92,7.36
471,Los Llanos De Aridane,ES,2020-09-01 15:31:40,28.66,-17.92,77.0,78,75,10.29
472,Misratah,LY,2020-09-01 15:31:41,32.38,15.09,83.7,67,0,12.88
473,Alice Springs,AU,2020-09-01 15:30:48,-23.7,133.88,66.2,20,13,5.82
474,Asfi,MA,2020-09-01 15:31:41,32.3,-9.24,77.63,59,32,20.58
475,Nalut,LY,2020-09-01 15:31:41,30.33,10.85,103.57,13,0,13.06
476,Limbang,MY,2020-09-01 15:31:42,4.75,115.0,78.8,100,75,3.36
477,Saint-Georges,GD,2020-09-01 15:28:29,12.06,-61.75,87.8,70,20,5.82
478,Antipino,RU,2020-09-01 15:31:42,57.11,65.76,71.6,73,92,11.18
479,Villazon,BO,2020-09-01 15:31:42,-22.09,-65.59,64.31,29,46,28.23
480,Jepelacio,PE,2020-09-01 15:31:43,-6.12,-76.95,68.23,86,100,2.86
481,Mahina,PF,2020-09-01 15:31:43,-17.51,-149.49,73.4,73,20,3.36
482,Okhotsk,RU,2020-09-01 15:31:43,59.38,143.3,53.44,78,99,8.21
483,Luau,AO,2020-09-01 15:31:44,-10.71,22.22,87.91,29,70,5.93
484,Beringovskiy,RU,2020-09-01 15:31:44,63.05,179.32,45.25,71,92,6.22
485,Half Moon Bay,US,2020-09-01 15:31:44,37.46,-122.43,63.0,87,90,6.93
486,Antalaha,MG,2020-09-01 15:31:44,-14.9,50.28,70.99,81,17,10.58
487,Kangaba,ML,2020-09-01 15:31:45,11.93,-8.42,72.7,94,100,7.92
488,Sioux Lookout,CA,2020-09-01 15:30:47,50.1,-91.92,59.0,67,40,10.29
489,Pangnirtung,CA,2020-09-01 15:31:45,66.15,-65.71,50.0,71,75,8.05
490,Nizwa,OM,2020-09-01 15:31:45,22.93,57.53,94.23,18,0,6.49
491,Mugur-Aksy,RU,2020-09-01 15:31:45,50.35,90.5,49.32,50,0,3.76
492,Kautokeino,NO,2020-09-01 15:31:46,69.01,23.04,52.25,66,94,8.16
493,Margate,GB,2020-09-01 15:31:46,51.38,1.39,64.99,79,43,1.99
494,Durant,US,2020-09-01 15:31:46,33.99,-96.37,69.8,94,90,8.05
495,Flinders,AU,2020-09-01 15:31:47,-34.58,150.86,55.0,69,55,5.99
496,Nyurba,RU,2020-09-01 15:31:47,63.28,118.33,43.99,93,18,1.7
497,Dunedin,NZ,2020-09-01 15:31:47,-45.87,170.5,37.99,75,0,4.36
498,Cascais,PT,2020-09-01 15:31:47,38.7,-9.42,75.99,53,20,25.28
499,Lagoa,PT,2020-09-01 15:31:48,39.05,-27.98,72.18,67,31,5.91
500,Angoche,MZ,2020-09-01 15:31:48,-16.23,39.91,75.2,79,52,10.96
501,Vostok,RU,2020-09-01 15:31:48,46.49,135.88,57.61,88,100,4.25
502,Isernia,IT,2020-09-01 15:31:49,41.6,14.24,81.0,51,16,13.0
503,Mizan Teferi,ET,2020-09-01 15:31:49,6.98,35.58,65.3,91,99,2.06
504,Morant Bay,JM,2020-09-01 15:31:49,17.88,-76.41,91.4,55,40,25.28
505,Port Hedland,AU,2020-09-01 15:31:49,-20.32,118.57,68.0,77,34,5.82
506,Natal,BR,2020-09-01 15:27:06,-5.79,-35.21,84.2,62,75,20.8
507,Sobolevo,RU,2020-09-01 15:31:50,54.43,31.9,62.13,82,59,6.08
508,Galesong,ID,2020-09-01 15:31:50,-5.32,119.37,77.0,100,40,2.24
509,Larsnes,NO,2020-09-01 15:31:50,62.2,5.58,68.0,42,3,10.29
510,Belyy Yar,RU,2020-09-01 15:31:51,53.6,91.39,66.2,59,83,6.71
511,Springbok,ZA,2020-09-01 15:31:51,-29.66,17.89,51.69,44,0,16.89
512,Susangerd,IR,2020-09-01 15:31:51,31.56,48.18,105.8,32,1,2.24
513,Bardiyah,LY,2020-09-01 15:31:51,31.76,25.09,80.49,76,0,16.98
514,Gloucester,GB,2020-09-01 15:31:51,51.87,-2.24,68.0,52,20,2.24
515,Brownsville,US,2020-09-01 15:29:30,25.9,-97.5,91.4,63,40,27.51
516,Beruwala,LK,2020-09-01 15:31:52,6.48,79.98,79.18,84,100,5.39
517,Villa Union,MX,2020-09-01 15:31:52,23.2,-106.23,81.0,88,75,3.67
518,Saryozek,KZ,2020-09-01 15:31:52,44.36,77.98,72.93,33,66,1.43
519,Pesqueira,BR,2020-09-01 15:28:29,-8.36,-36.7,79.16,48,79,16.58
520,Novyy Urgal,RU,2020-09-01 15:31:53,51.07,132.56,54.07,96,59,2.28
521,Gorontalo,ID,2020-09-01 15:31:53,0.54,123.06,75.79,88,100,2.59
522,Chukhloma,RU,2020-09-01 15:31:53,58.75,42.68,51.19,86,100,10.54
523,Sambava,MG,2020-09-01 15:31:54,-14.27,50.17,72.16,80,0,13.89
524,Ninh Binh,VN,2020-09-01 15:31:54,20.25,105.97,82.29,70,6,4.18
525,Soltsy,RU,2020-09-01 15:31:54,58.12,30.32,58.95,90,66,3.47
526,San-Pedro,CI,2020-09-01 15:31:54,4.75,-6.64,78.82,69,48,9.6
527,La Trinidad,PH,2020-09-01 15:31:55,16.45,120.59,63.28,100,95,1.34
528,General Roca,AR,2020-09-01 15:31:55,-39.03,-67.58,51.8,36,92,17.22
529,Wewak,PG,2020-09-01 15:31:55,-3.55,143.63,80.53,82,96,16.2
530,Alakurtti,RU,2020-09-01 15:31:55,66.97,30.35,55.0,68,76,3.0
531,Gelemso,ET,2020-09-01 15:31:56,8.82,40.52,60.26,91,98,5.91
532,Malakal,SS,2020-09-01 15:31:56,9.53,31.66,77.47,87,50,1.83
533,Tshikapa,CD,2020-09-01 15:31:56,-6.42,20.8,85.98,49,100,6.06
534,Saskylakh,RU,2020-09-01 15:31:57,71.92,114.08,39.11,88,26,6.2
535,Benguela,AO,2020-09-01 15:31:57,-12.58,13.41,71.6,83,20,9.17
536,Sokoto,NG,2020-09-01 15:31:57,13.06,5.24,89.38,49,59,3.85
537,Eureka,US,2020-09-01 15:31:57,40.8,-124.16,53.01,100,37,2.57
538,Bacolod,PH,2020-09-01 15:31:58,10.67,122.95,79.36,81,10,5.41
539,Caravelas,BR,2020-09-01 15:31:58,-17.71,-39.25,79.57,59,4,8.88
540,Texarkana,US,2020-09-01 15:31:58,33.43,-94.05,84.2,74,90,14.99
541,Lhokseumawe,ID,2020-09-01 15:31:59,5.18,97.15,80.4,79,100,3.27
542,Marienburg,PL,2020-09-01 15:31:59,54.04,19.03,64.0,67,20,12.75
543,Shahdadkot,PK,2020-09-01 15:31:59,27.85,67.91,89.91,57,0,9.01
544,Tres Arroyos,AR,2020-09-01 15:31:59,-38.37,-60.28,51.24,47,0,9.6
545,Kaihua,CN,2020-09-01 15:32:00,23.37,104.28,65.41,83,81,2.08
546,Pringsewu,ID,2020-09-01 15:32:00,-5.36,104.97,74.05,93,43,3.58
547,Myrtle Beach,US,2020-09-01 15:30:08,33.69,-78.89,89.01,79,40,6.93
548,Hwange,ZW,2020-09-01 15:32:00,-18.37,26.5,81.28,34,1,7.4
549,Orel-Izumrud,RU,2020-09-01 15:32:01,43.46,39.92,80.6,61,0,8.95
550,Ozinki,RU,2020-09-01 15:32:01,51.18,49.68,76.78,31,0,3.96
551,Vanimo,PG,2020-09-01 15:32:02,-2.67,141.3,78.48,84,92,5.77
552,Calafell,ES,2020-09-01 15:32:02,41.2,1.57,82.0,100,100,5.99
553,Husavik,IS,2020-09-01 15:32:02,66.04,-17.34,57.2,62,75,13.87
554,Mtambile,TZ,2020-09-01 15:32:03,-5.38,39.7,76.6,76,0,15.01
555,Matai,TZ,2020-09-01 15:32:03,-8.3,31.52,77.0,16,5,9.17
556,Venado,MX,2020-09-01 15:32:03,22.93,-101.08,75.43,50,25,3.51
557,Shingu,JP,2020-09-01 15:32:03,33.73,135.98,78.64,91,89,7.67
558,Lokosovo,RU,2020-09-01 15:32:04,61.13,74.82,52.59,94,100,9.01
559,Karratha,AU,2020-09-01 15:32:04,-20.74,116.85,76.05,34,45,10.6
560,Am Timan,TD,2020-09-01 15:32:05,11.03,20.28,82.0,81,84,2.19
561,Zhigalovo,RU,2020-09-01 15:32:05,54.81,105.16,50.02,85,46,2.68
562,Xacmaz,AZ,2020-09-01 15:32:05,41.46,48.81,78.76,45,0,20.27
563,Port Blair,IN,2020-09-01 15:31:35,11.67,92.75,82.06,79,83,4.56
564,Kichera,RU,2020-09-01 15:32:06,55.94,110.1,48.58,80,44,0.65
565,Ternate,ID,2020-09-01 15:32:06,0.8,127.4,81.01,78,82,3.47
566,Bougouni,ML,2020-09-01 15:32:06,11.42,-7.48,77.18,89,100,8.41
567,Sisimiut,GL,2020-09-01 15:32:07,66.94,-53.67,44.55,72,24,17.4
568,Kaohsiung,TW,2020-09-01 15:32:07,22.62,120.31,84.2,79,75,4.7
569,Jilib,SO,2020-09-01 15:32:07,0.49,42.79,76.87,70,14,10.45
570,Amazar,RU,2020-09-01 15:32:07,53.86,120.88,51.51,90,100,3.33
571,Vaitape,PF,2020-09-01 15:32:08,-16.52,-151.75,77.88,77,73,23.64
572,Tootsi,EE,2020-09-01 15:32:08,58.58,24.79,60.01,78,43,1.99
573,Davidson,US,2020-09-01 15:31:02,36.15,-86.78,82.0,83,75,5.82
574,Wonthaggi,AU,2020-09-01 15:32:08,-38.6,145.59,48.0,82,100,9.44
575,Prainha,BR,2020-09-01 15:32:09,-1.8,-53.48,93.0,43,0,7.0
576,Viramgam,IN,2020-09-01 15:32:09,23.12,72.05,82.4,88,40,7.99
577,Churapcha,RU,2020-09-01 15:32:09,62.0,132.43,47.1,88,0,2.73
